Name,Species,Weeks,Sex,Condition,Trial ,Correct
CCI26,Dog,8,M,odor,1,1
CCI26,Dog,8,M,odor,2,1
CCI26,Dog,8,M,odor,3,1
CCI26,Dog,8,M,odor,4,0
CCI26,Dog,8,M,odor,5,0
CCI26,Dog,8,M,odor,6,1
CCI27,Dog,8,M,proximal,1,1
CCI27,Dog,8,M,proximal,2,1
CCI27,Dog,8,M,proximal,3,1
CCI27,Dog,8,M,proximal,4,1
CCI27,Dog,8,M,proximal,5,1
CCI27,Dog,8,M,proximal,6,1
CCI27,Dog,8,M,marker,1,1
CCI27,Dog,8,M,marker,2,1
CCI27,Dog,8,M,marker,3,1
CCI27,Dog,8,M,marker,4,1
CCI27,Dog,8,M,marker,5,1
CCI27,Dog,8,M,marker,6,1
CCI27,Dog,8,M,asymmetrical,1,0
CCI27,Dog,8,M,asymmetrical,2,1
CCI27,Dog,8,M,asymmetrical,3,1
CCI27,Dog,8,M,asymmetrical,4,0
CCI27,Dog,8,M,asymmetrical,5,1
CCI27,Dog,8,M,asymmetrical,6,0
CCI27,Dog,8,M,odor,1,1
CCI27,Dog,8,M,odor,2,1
CCI27,Dog,8,M,odor,3,1
CCI27,Dog,8,M,odor,4,1
CCI27,Dog,8,M,odor,5,0
CCI27,Dog,8,M,odor,6,0
CCI29,Dog,8,F,proximal,1,1
CCI29,Dog,8,F,proximal,2,1
CCI29,Dog,8,F,proximal,3,1
CCI29,Dog,8,F,proximal,4,1
CCI29,Dog,8,F,proximal,5,1
CCI29,Dog,8,F,proximal,6,1
CCI29,Dog,8,F,marker,1,1
CCI29,Dog,8,F,marker,2,1
CCI29,Dog,8,F,marker,3,1
CCI29,Dog,8,F,marker,4,0
CCI29,Dog,8,F,marker,5,1
CCI29,Dog,8,F,marker,6,1
CCI29,Dog,8,F,asymmetrical,1,0
CCI29,Dog,8,F,asymmetrical,2,0
CCI29,Dog,8,F,asymmetrical,3,0
CCI29,Dog,8,F,asymmetrical,4,0
CCI29,Dog,8,F,asymmetrical,5,0
CCI29,Dog,8,F,asymmetrical,6,0
CCI29,Dog,8,F,odor,1,1
CCI29,Dog,8,F,odor,2,1
CCI29,Dog,8,F,odor,3,0
CCI29,Dog,8,F,odor,4,0
CCI29,Dog,8,F,odor,5,0
CCI29,Dog,8,F,odor,6,1
CCI32,Dog,8,M,proximal,1,1
CCI32,Dog,8,M,proximal,2,1
CCI32,Dog,8,M,proximal,3,0
CCI32,Dog,8,M,proximal,4,1
CCI32,Dog,8,M,proximal,5,1
CCI32,Dog,8,M,proximal,6,1
CCI32,Dog,8,M,marker,1,1
CCI32,Dog,8,M,marker,2,0
CCI32,Dog,8,M,marker,3,1
CCI32,Dog,8,M,marker,4,1
CCI32,Dog,8,M,marker,5,1
CCI32,Dog,8,M,marker,6,1
CCI32,Dog,8,M,asymmetrical,1,0
CCI32,Dog,8,M,asymmetrical,2,0
CCI32,Dog,8,M,asymmetrical,3,0
CCI32,Dog,8,M,asymmetrical,4,0
CCI32,Dog,8,M,asymmetrical,5,0
CCI32,Dog,8,M,asymmetrical,6,0
CCI32,Dog,8,M,odor,1,1
CCI32,Dog,8,M,odor,2,0
CCI32,Dog,8,M,odor,3,1
CCI32,Dog,8,M,odor,4,1
CCI32,Dog,8,M,odor,5,0
CCI32,Dog,8,M,odor,6,0
